"iso3c","year","EquipI","NonequipI"
"LBR",1994,0.0814698573312689,5.00216687311154e-05
"LBR",1995,0.0769713318514782,4.61021485218138e-05
"LBR",1996,0.357224436982421,0.000219879017578531
"LBR",1997,0.342362438744571,0.000402713255428594
"LBR",1998,0.324488932652483,0.000313734347517148
"LBR",1999,0.331607514428219,0.000389105571781478
"LBR",2000,0.0462123271879852,0.000521700812014849
"LBR",2001,0.194447472881451,0.000876113118549411
"LBR",2002,0.200535879154016,0.00053919784598377
"LBR",2003,0.172616967191705,0.000292947808295195
"LBR",2004,0.0821798424470021,0.000230977552997895
"LBR",2005,0.0836344071807934,0.000564954819206584
"LBR",2006,0.097052129823202,0.000498076176797994
"LBR",2007,0.195695584238622,0.00539577976137805
"LBR",2008,0.120682780716669,0.00178478228333111
"LBR",2009,0.13158838674526,0.00282764225473965
"LBR",2010,0.1423387607478,0.00356560125220022
"LBR",2011,0.296773618959185,0.0110006860408152
"LBR",2012,0.346894019724857,0.0133406582751433
"LBR",2013,0.485604739871713,0.0194275611282871
"LBR",2014,0.182537611479404,0.00627138152059586
"LBR",2015,0.348688479704878,0.0133803522951223
"LBR",2016,0.335622290184148,0.0136515698158518
"LBR",2017,0.284503669829488,0.0113226461705118
"LCA",1980,0.15385034556275,8.3865437249744e-05
"LCA",1981,0.193969224850959,0.000142957149040733
"LCA",1982,0.168029771348397,0.000175683651603466
"LCA",1983,0.126534739960122,0.000188460039877944
"LCA",1984,0.129095257529899,0.000239654470101395
"LCA",1985,0.156652492372981,0.000326353627019009
"LCA",1986,0.144446077437115,0.000379142562884684
"LCA",1987,0.12847865330556,0.00028719769443998
"LCA",1988,0.152559533414585,0.000428274585414685
"LCA",1989,0.175087853648786,0.000551969351214332
"LCA",1990,0.136033054085435,0.000722024914564705
"LCA",1991,0.142326936584714,0.000776737415286245
"LCA",1992,0.14155436900986,0.000666410990139847
"LCA",1993,0.121680376293753,0.000903750706246753
"LCA",1994,0.172122919643552,0.00166237935644788
"LCA",1995,0.120186428090849,0.00133092490915091
"LCA",1996,0.117032879037642,0.00154611396235785
"LCA",1997,0.136540049256455,0.0017650637435445
"LCA",1998,0.139934508746057,0.00204089425394255
"LCA",1999,0.151804711922122,0.00205776407787813
"LCA",2000,0.148701284605044,0.00168567439495551
"LCA",2001,0.17775707080004,0.00235353319996025
"LCA",2002,0.171924612935293,0.00192939506470681
"LCA",2003,0.151422561731049,0.001932828268951
"LCA",2004,0.155517272971398,0.00238398402860185
"LCA",2005,0.195368924291308,0.00327227170869221
"LCA",2006,0.326734564036918,0.00631339196308219
"LCA",2007,0.220797735789468,0.0048344552105322
"LCA",2008,0.238438877607739,0.00604369939226066
"LCA",2009,0.207012289627746,0.0052541403722536
"LCA",2010,0.258453211719753,0.00490135828024669
"LCA",2011,0.242947000284463,0.00454914271553681
"LCA",2012,0.233783596897211,0.00441183710278936
"LCA",2013,0.288086401120854,0.00576050387914629
"LCA",2014,0.173776370546015,0.00349669445398538
"LCA",2015,0.256178882273764,0.00514769872623628
"LCA",2016,0.291507956101729,0.00624892489827103
"LCA",2017,0.298457200010376,0.00643396898962402
"LKA",1980,0.229259714,0
"LKA",1981,0.24276711,0
"LKA",1982,0.267335862,0
"LKA",1983,0.271589905,0
"LKA",1984,0.266588956,0
"LKA",1985,0.273556262,0
"LKA",1986,0.241887257,0
"LKA",1987,0.246055782,0
"LKA",1988,0.224308789,0
"LKA",1989,0.204106614,0
"LKA",1990,0.198831409,0
"LKA",1991,0.210622579,0
"LKA",1992,0.206166744,0
"LKA",1993,0.218742847,0
"LKA",1994,0.204300582,0
"LKA",1995,0.193099275,0
"LKA",1996,0.190317065,0
"LKA",1997,0.190633491,0
"LKA",1998,0.195026891622612,8.4174377388327e-05
"LKA",1999,0.197178951945566,0.000166424054434249
"LKA",2000,0.217498900395604,0.000331116604396293
"LKA",2001,0.19269456894956,0.000319665050440074
"LKA",2002,0.193544402547438,0.000334173452561853
"LKA",2003,0.201027453645742,0.000291063354258294
"LKA",2004,0.221560680173579,0.000218874826420534
"LKA",2005,0.235969601122918,0.000195817877081683
"LKA",2006,0.244881454043789,0.000198390956210487
"LKA",2007,0.244941432031625,0.000193710968375226
"LKA",2008,0.246228936071409,0.000189971928590633
"LKA",2009,0.228343799970111,0.000171885029889484
"LKA",2010,0.240483770944956,0.00017242605504417
"LKA",2011,0.264213736750249,0.000166837249751309
"LKA",2012,0.292058270758904,0.000172961241095518
"LKA",2013,0.24864154629158,0.000143144708419617
"LKA",2014,0.260324137250041,0.000165385749959161
"LKA",2015,0.244885734744179,0.000167139255821352
"LKA",2016,0.291790544511311,0.000186414488688817
"LKA",2017,0.33165707767485,0.000207815325150294
"LSO",1980,0.262595076590378,0.00169319940962159
"LSO",1981,0.252672651981427,0.00189124601857253
"LSO",1982,0.269198148331775,0.0020699216682253
"LSO",1983,0.162683711693144,0.00131989930685577
"LSO",1984,0.191304910935762,0.00180910106423774
"LSO",1985,0.233182563889946,0.00239536211005419
"LSO",1986,0.188724737844651,0.00227120915534902
