"iso3c","year","LeftWing"
"MEX",1980,1
"MEX",1981,1
"MEX",1982,1
"MEX",1983,NA
"MEX",1984,NA
"MEX",1985,NA
"MEX",1986,NA
"MEX",1987,NA
"MEX",1988,NA
"MEX",1989,NA
"MEX",1990,NA
"MEX",1991,NA
"MEX",1992,NA
"MEX",1993,NA
"MEX",1994,NA
"MEX",1995,NA
"MEX",1996,NA
"MEX",1997,NA
"MEX",1998,NA
"MEX",1999,NA
"MEX",2000,NA
"MEX",2001,NA
"MEX",2002,NA
"MEX",2003,NA
"MEX",2004,NA
"MEX",2005,NA
"MEX",2006,NA
"MEX",2007,NA
"MEX",2008,NA
"MEX",2009,NA
"MEX",2010,NA
"MEX",2011,NA
"MEX",2012,NA
"MEX",2013,NA
"MEX",2014,NA
"MEX",2015,NA
"MEX",2016,NA
"MEX",2017,NA
"MKD",1980,NA
"MKD",1981,NA
"MKD",1982,NA
"MKD",1983,NA
"MKD",1984,NA
"MKD",1985,NA
"MKD",1986,NA
"MKD",1987,NA
"MKD",1988,NA
"MKD",1989,NA
"MKD",1990,NA
"MKD",1991,NA
"MKD",1992,1
"MKD",1993,1
"MKD",1994,1
"MKD",1995,1
"MKD",1996,1
"MKD",1997,1
"MKD",1998,1
"MKD",1999,NA
"MKD",2000,NA
"MKD",2001,NA
"MKD",2002,NA
"MKD",2003,1
"MKD",2004,1
"MKD",2005,1
"MKD",2006,1
"MKD",2007,1
"MKD",2008,1
"MKD",2009,1
"MKD",2010,NA
"MKD",2011,NA
"MKD",2012,NA
"MKD",2013,NA
"MKD",2014,NA
"MKD",2015,NA
"MKD",2016,NA
"MKD",2017,NA
"MLI",1980,NA
"MLI",1981,NA
"MLI",1982,NA
"MLI",1983,NA
"MLI",1984,NA
"MLI",1985,NA
"MLI",1986,NA
"MLI",1987,NA
"MLI",1988,NA
"MLI",1989,NA
"MLI",1990,NA
"MLI",1991,NA
"MLI",1992,NA
"MLI",1993,NA
"MLI",1994,NA
"MLI",1995,NA
"MLI",1996,NA
"MLI",1997,NA
"MLI",1998,NA
"MLI",1999,NA
"MLI",2000,NA
"MLI",2001,NA
"MLI",2002,NA
"MLI",2003,NA
"MLI",2004,NA
"MLI",2005,NA
"MLI",2006,NA
"MLI",2007,NA
"MLI",2008,NA
"MLI",2009,NA
"MLI",2010,NA
"MLI",2011,NA
"MLI",2012,NA
"MLI",2013,NA
"MLI",2014,NA
"MLI",2015,NA
"MLI",2016,NA
"MLI",2017,NA
"MLT",1980,1
"MLT",1981,1
"MLT",1982,1
"MLT",1983,1
"MLT",1984,1
"MLT",1985,1
"MLT",1986,1
"MLT",1987,1
"MLT",1988,NA
"MLT",1989,NA
"MLT",1990,NA
"MLT",1991,NA
"MLT",1992,NA
"MLT",1993,NA
"MLT",1994,NA
"MLT",1995,NA
"MLT",1996,NA
"MLT",1997,1
"MLT",1998,1
"MLT",1999,NA
"MLT",2000,NA
"MLT",2001,NA
"MLT",2002,NA
"MLT",2003,NA
"MLT",2004,NA
"MLT",2005,NA
"MLT",2006,NA
"MLT",2007,NA
"MLT",2008,NA
"MLT",2009,NA
"MLT",2010,NA
"MLT",2011,NA
"MLT",2012,NA
"MLT",2013,NA
"MLT",2014,1
"MLT",2015,1
"MLT",2016,1
"MLT",2017,1
"MMR",1980,1
"MMR",1981,1
"MMR",1982,1
"MMR",1983,1
"MMR",1984,1
"MMR",1985,1
"MMR",1986,1
"MMR",1987,1
"MMR",1988,1
"MMR",1989,NA
"MMR",1990,NA
"MMR",1991,NA
"MMR",1992,NA
"MMR",1993,NA
"MMR",1994,NA
"MMR",1995,NA
"MMR",1996,NA
"MMR",1997,NA
"MMR",1998,NA
"MMR",1999,NA
"MMR",2000,NA
"MMR",2001,NA
"MMR",2002,NA
"MMR",2003,NA
"MMR",2004,NA
"MMR",2005,NA
"MMR",2006,NA
"MMR",2007,NA
"MMR",2008,NA
"MMR",2009,NA
"MMR",2010,NA
"MMR",2011,NA
"MMR",2012,NA
"MMR",2013,NA
"MMR",2014,NA
"MMR",2015,NA
"MMR",2016,NA
"MMR",2017,NA
"MNG",1980,1
"MNG",1981,1
"MNG",1982,1
"MNG",1983,1
"MNG",1984,1
"MNG",1985,1
"MNG",1986,1
"MNG",1987,1
"MNG",1988,1
"MNG",1989,1
"MNG",1990,1
"MNG",1991,1
"MNG",1992,1
"MNG",1993,1
"MNG",1994,NA
"MNG",1995,NA
"MNG",1996,NA
"MNG",1997,NA
"MNG",1998,NA
"MNG",1999,NA
"MNG",2000,NA
"MNG",2001,NA
"MNG",2002,NA
"MNG",2003,NA
"MNG",2004,NA
"MNG",2005,NA
"MNG",2006,NA
"MNG",2007,NA
"MNG",2008,NA
"MNG",2009,NA
"MNG",2010,NA
"MNG",2011,NA
"MNG",2012,NA
"MNG",2013,NA
"MNG",2014,NA
"MNG",2015,NA
"MNG",2016,NA
"MNG",2017,NA
"MOZ",1980,1
"MOZ",1981,1
"MOZ",1982,1
"MOZ",1983,1
"MOZ",1984,1
"MOZ",1985,1
"MOZ",1986,1
"MOZ",1987,1
"MOZ",1988,1
"MOZ",1989,1
"MOZ",1990,1
"MOZ",1991,1
"MOZ",1992,1
"MOZ",1993,1
"MOZ",1994,1
"MOZ",1995,1
"MOZ",1996,1
"MOZ",1997,1
"MOZ",1998,1
"MOZ",1999,1
"MOZ",2000,1
"MOZ",2001,1
"MOZ",2002,1
"MOZ",2003,1
"MOZ",2004,1
"MOZ",2005,1
"MOZ",2006,1
"MOZ",2007,1
"MOZ",2008,1
"MOZ",2009,1
"MOZ",2010,1
"MOZ",2011,1
"MOZ",2012,1
"MOZ",2013,1
"MOZ",2014,1
"MOZ",2015,1
"MOZ",2016,1
"MOZ",2017,1
"MRT",1980,NA
"MRT",1981,NA
"MRT",1982,NA
"MRT",1983,NA
"MRT",1984,NA
"MRT",1985,NA
"MRT",1986,NA
"MRT",1987,NA
"MRT",1988,NA
"MRT",1989,NA
"MRT",1990,NA
"MRT",1991,NA
"MRT",1992,NA
"MRT",1993,NA
"MRT",1994,NA
"MRT",1995,NA
"MRT",1996,NA
"MRT",1997,NA
"MRT",1998,NA
"MRT",1999,NA
"MRT",2000,NA
"MRT",2001,NA
"MRT",2002,NA
"MRT",2003,NA
"MRT",2004,NA
"MRT",2005,NA
"MRT",2006,NA
"MRT",2007,NA
"MRT",2008,NA
"MRT",2009,NA
"MRT",2010,NA
"MRT",2011,NA
"MRT",2012,NA
"MRT",2013,NA
"MRT",2014,NA
"MRT",2015,NA
"MRT",2016,NA
"MRT",2017,NA
"MUS",1980,1
"MUS",1981,1
"MUS",1982,1
"MUS",1983,1
"MUS",1984,1
"MUS",1985,1
"MUS",1986,1
"MUS",1987,1
"MUS",1988,1
"MUS",1989,1
"MUS",1990,1
"MUS",1991,1
"MUS",1992,1
"MUS",1993,1
"MUS",1994,1
"MUS",1995,1
"MUS",1996,NA
"MUS",1997,NA
"MUS",1998,NA
"MUS",1999,NA
"MUS",2000,NA
"MUS",2001,NA
"MUS",2002,NA
"MUS",2003,NA
"MUS",2004,NA
"MUS",2005,NA
"MUS",2006,NA
"MUS",2007,NA
"MUS",2008,NA
"MUS",2009,NA
"MUS",2010,NA
"MUS",2011,NA
"MUS",2012,NA
"MUS",2013,NA
"MUS",2014,NA
"MUS",2015,NA
"MUS",2016,NA
"MUS",2017,NA
"MWI",1980,NA
"MWI",1981,NA
"MWI",1982,NA
"MWI",1983,NA
"MWI",1984,NA
"MWI",1985,NA
"MWI",1986,NA
"MWI",1987,NA
"MWI",1988,NA
"MWI",1989,NA
"MWI",1990,NA
"MWI",1991,NA
"MWI",1992,NA
"MWI",1993,NA
"MWI",1994,NA
"MWI",1995,NA
"MWI",1996,NA
"MWI",1997,NA
"MWI",1998,NA
"MWI",1999,NA
"MWI",2000,NA
"MWI",2001,NA
"MWI",2002,NA
"MWI",2003,NA
"MWI",2004,NA
"MWI",2005,NA
"MWI",2006,NA
"MWI",2007,NA
"MWI",2008,NA
"MWI",2009,NA
"MWI",2010,NA
"MWI",2011,NA
"MWI",2012,NA
"MWI",2013,NA
"MWI",2014,NA
"MWI",2015,NA
"MWI",2016,NA
"MWI",2017,NA
"MYS",1980,NA
"MYS",1981,NA
"MYS",1982,NA
"MYS",1983,NA
"MYS",1984,NA
"MYS",1985,NA
"MYS",1986,NA
"MYS",1987,NA
"MYS",1988,NA
"MYS",1989,NA
"MYS",1990,NA
"MYS",1991,NA
"MYS",1992,NA
"MYS",1993,NA
"MYS",1994,NA
"MYS",1995,NA
"MYS",1996,NA
"MYS",1997,NA
"MYS",1998,NA
"MYS",1999,NA
"MYS",2000,NA
"MYS",2001,NA
"MYS",2002,NA
"MYS",2003,NA
"MYS",2004,NA
"MYS",2005,NA
"MYS",2006,NA
"MYS",2007,NA
"MYS",2008,NA
"MYS",2009,NA
"MYS",2010,NA
"MYS",2011,NA
"MYS",2012,NA
"MYS",2013,NA
"MYS",2014,NA
"MYS",2015,NA
"MYS",2016,NA
"MYS",2017,NA
"NAM",1980,NA
"NAM",1981,NA
"NAM",1982,NA
"NAM",1983,NA
"NAM",1984,NA
"NAM",1985,NA
"NAM",1986,NA
"NAM",1987,NA
"NAM",1988,NA
"NAM",1989,NA
"NAM",1990,NA
"NAM",1991,1
"NAM",1992,1
"NAM",1993,1
"NAM",1994,1
"NAM",1995,1
"NAM",1996,1
"NAM",1997,1
"NAM",1998,1
"NAM",1999,1
"NAM",2000,1
"NAM",2001,1
"NAM",2002,1
"NAM",2003,1
"NAM",2004,1
"NAM",2005,1
"NAM",2006,1
"NAM",2007,1
"NAM",2008,1
"NAM",2009,1
"NAM",2010,1
"NAM",2011,1
"NAM",2012,1
"NAM",2013,1
"NAM",2014,1
"NAM",2015,1
"NAM",2016,1
"NAM",2017,1
"NER",1980,NA
"NER",1981,NA
"NER",1982,NA
"NER",1983,NA
"NER",1984,NA
"NER",1985,NA
"NER",1986,NA
"NER",1987,NA
"NER",1988,NA
"NER",1989,NA
"NER",1990,NA
"NER",1991,NA
"NER",1992,NA
"NER",1993,NA
"NER",1994,NA
"NER",1995,NA
"NER",1996,NA
"NER",1997,NA
"NER",1998,NA
"NER",1999,NA
"NER",2000,NA
"NER",2001,NA
"NER",2002,NA
"NER",2003,NA
"NER",2004,NA
"NER",2005,NA
"NER",2006,NA
"NER",2007,NA
"NER",2008,NA
"NER",2009,NA
"NER",2010,NA
"NER",2011,NA
"NER",2012,NA
"NER",2013,NA
"NER",2014,NA
"NER",2015,NA
"NER",2016,NA
"NER",2017,NA
"NGA",1980,NA
"NGA",1981,NA
"NGA",1982,NA
"NGA",1983,NA
"NGA",1984,NA
"NGA",1985,NA
"NGA",1986,NA
"NGA",1987,NA
"NGA",1988,NA
"NGA",1989,NA
"NGA",1990,NA
"NGA",1991,NA
"NGA",1992,NA
"NGA",1993,NA
"NGA",1994,NA
"NGA",1995,NA
"NGA",1996,NA
"NGA",1997,NA
"NGA",1998,NA
"NGA",1999,NA
"NGA",2000,NA
"NGA",2001,NA
"NGA",2002,NA
"NGA",2003,NA
"NGA",2004,NA
"NGA",2005,NA
"NGA",2006,NA
"NGA",2007,NA
"NGA",2008,NA
"NGA",2009,NA
"NGA",2010,NA
"NGA",2011,NA
"NGA",2012,NA
"NGA",2013,NA
"NGA",2014,NA
"NGA",2015,NA
"NGA",2016,1
"NGA",2017,1
"NIC",1980,1
"NIC",1981,1
"NIC",1982,1
"NIC",1983,1
"NIC",1984,1
"NIC",1985,1
"NIC",1986,1
"NIC",1987,1
"NIC",1988,1
"NIC",1989,1
"NIC",1990,1
"NIC",1991,NA
"NIC",1992,NA
"NIC",1993,NA
"NIC",1994,NA
"NIC",1995,NA
"NIC",1996,NA
"NIC",1997,NA
"NIC",1998,NA
"NIC",1999,NA
"NIC",2000,NA
"NIC",2001,NA
"NIC",2002,NA
"NIC",2003,NA
"NIC",2004,NA
"NIC",2005,NA
"NIC",2006,NA
"NIC",2007,1
"NIC",2008,1
"NIC",2009,1
"NIC",2010,1
"NIC",2011,1
"NIC",2012,1
"NIC",2013,1
"NIC",2014,1
"NIC",2015,1
"NIC",2016,1
"NIC",2017,1
"NLD",1980,NA
"NLD",1981,NA
"NLD",1982,NA
"NLD",1983,NA
"NLD",1984,NA
"NLD",1985,NA
"NLD",1986,NA
"NLD",1987,NA
"NLD",1988,NA
"NLD",1989,NA
"NLD",1990,NA
"NLD",1991,NA
"NLD",1992,NA
"NLD",1993,NA
"NLD",1994,NA
"NLD",1995,1
"NLD",1996,1
"NLD",1997,1
"NLD",1998,1
"NLD",1999,1
"NLD",2000,1
"NLD",2001,1
"NLD",2002,1
"NLD",2003,1
"NLD",2004,NA
"NLD",2005,NA
"NLD",2006,NA
"NLD",2007,NA
"NLD",2008,NA
"NLD",2009,NA
"NLD",2010,NA
"NLD",2011,NA
"NLD",2012,NA
"NLD",2013,NA
"NLD",2014,NA
"NLD",2015,NA
"NLD",2016,NA
"NLD",2017,NA
"NOR",1980,1
"NOR",1981,1
"NOR",1982,NA
"NOR",1983,NA
"NOR",1984,NA
"NOR",1985,NA
"NOR",1986,NA
"NOR",1987,1
"NOR",1988,1
"NOR",1989,1
"NOR",1990,NA
"NOR",1991,1
"NOR",1992,1
"NOR",1993,1
"NOR",1994,1
"NOR",1995,1
"NOR",1996,1
"NOR",1997,1
"NOR",1998,NA
"NOR",1999,NA
"NOR",2000,NA
"NOR",2001,NA
"NOR",2002,NA
"NOR",2003,NA
"NOR",2004,NA
"NOR",2005,NA
"NOR",2006,1
"NOR",2007,1
"NOR",2008,1
"NOR",2009,1
"NOR",2010,1
"NOR",2011,1
"NOR",2012,1
"NOR",2013,1
"NOR",2014,NA
"NOR",2015,NA
"NOR",2016,NA
"NOR",2017,NA
"NPL",1980,NA
"NPL",1981,NA
"NPL",1982,NA
"NPL",1983,NA
"NPL",1984,NA
"NPL",1985,NA
"NPL",1986,NA
"NPL",1987,NA
"NPL",1988,NA
"NPL",1989,NA
"NPL",1990,NA
"NPL",1991,NA
"NPL",1992,1
"NPL",1993,1
"NPL",1994,1
"NPL",1995,1
"NPL",1996,1
"NPL",1997,1
"NPL",1998,1
"NPL",1999,1
"NPL",2000,1
"NPL",2001,1
"NPL",2002,1
"NPL",2003,NA
"NPL",2004,NA
"NPL",2005,NA
"NPL",2006,NA
"NPL",2007,NA
"NPL",2008,1
"NPL",2009,1
"NPL",2010,1
"NPL",2011,1
"NPL",2012,1
"NPL",2013,1
"NPL",2014,NA
"NPL",2015,1
"NPL",2016,1
"NPL",2017,1
"NZL",1980,NA
"NZL",1981,NA
"NZL",1982,NA
"NZL",1983,NA
"NZL",1984,NA
"NZL",1985,1
"NZL",1986,1
"NZL",1987,1
"NZL",1988,1
"NZL",1989,1
"NZL",1990,1
"NZL",1991,NA
"NZL",1992,NA
"NZL",1993,NA
"NZL",1994,NA
"NZL",1995,NA
"NZL",1996,NA
"NZL",1997,NA
"NZL",1998,NA
"NZL",1999,NA
"NZL",2000,1
"NZL",2001,1
"NZL",2002,1
"NZL",2003,1
"NZL",2004,1
"NZL",2005,1
"NZL",2006,1
"NZL",2007,1
"NZL",2008,1
"NZL",2009,NA
"NZL",2010,NA
"NZL",2011,NA
"NZL",2012,NA
"NZL",2013,NA
"NZL",2014,NA
"NZL",2015,NA
"NZL",2016,NA
"NZL",2017,NA
"OMN",1980,NA
"OMN",1981,NA
"OMN",1982,NA
"OMN",1983,NA
"OMN",1984,NA
"OMN",1985,NA
"OMN",1986,NA
"OMN",1987,NA
"OMN",1988,NA
"OMN",1989,NA
"OMN",1990,NA
"OMN",1991,NA
"OMN",1992,NA
"OMN",1993,NA
"OMN",1994,NA
"OMN",1995,NA
"OMN",1996,NA
"OMN",1997,NA
"OMN",1998,NA
"OMN",1999,NA
"OMN",2000,NA
"OMN",2001,NA
"OMN",2002,NA
"OMN",2003,NA
"OMN",2004,NA
"OMN",2005,NA
"OMN",2006,NA
"OMN",2007,NA
"OMN",2008,NA
"OMN",2009,NA
"OMN",2010,NA
"OMN",2011,NA
"OMN",2012,NA
"OMN",2013,NA
"OMN",2014,NA
"OMN",2015,NA
"OMN",2016,NA
"OMN",2017,NA
"PAK",1980,NA
"PAK",1981,NA
"PAK",1982,NA
"PAK",1983,NA
"PAK",1984,NA
"PAK",1985,NA
"PAK",1986,NA
"PAK",1987,NA
"PAK",1988,NA
"PAK",1989,1
"PAK",1990,1
"PAK",1991,NA
"PAK",1992,NA
"PAK",1993,NA
"PAK",1994,1
"PAK",1995,1
"PAK",1996,1
"PAK",1997,NA
"PAK",1998,NA
"PAK",1999,NA
"PAK",2000,NA
"PAK",2001,NA
"PAK",2002,NA
"PAK",2003,NA
"PAK",2004,NA
"PAK",2005,NA
"PAK",2006,NA
"PAK",2007,NA
"PAK",2008,NA
"PAK",2009,1
"PAK",2010,1
"PAK",2011,1
"PAK",2012,1
"PAK",2013,1
"PAK",2014,NA
"PAK",2015,NA
"PAK",2016,NA
"PAK",2017,NA
"PAN",1980,NA
"PAN",1981,NA
"PAN",1982,NA
"PAN",1983,NA
"PAN",1984,NA
"PAN",1985,NA
"PAN",1986,NA
"PAN",1987,NA
"PAN",1988,NA
"PAN",1989,NA
"PAN",1990,NA
"PAN",1991,NA
"PAN",1992,NA
"PAN",1993,NA
"PAN",1994,NA
"PAN",1995,NA
"PAN",1996,NA
"PAN",1997,NA
"PAN",1998,NA
"PAN",1999,NA
"PAN",2000,NA
"PAN",2001,NA
"PAN",2002,NA
"PAN",2003,NA
"PAN",2004,NA
"PAN",2005,NA
"PAN",2006,NA
"PAN",2007,NA
"PAN",2008,NA
"PAN",2009,NA
"PAN",2010,NA
"PAN",2011,NA
"PAN",2012,NA
"PAN",2013,NA
"PAN",2014,NA
"PAN",2015,NA
"PAN",2016,NA
"PAN",2017,NA
"PER",1980,NA
"PER",1981,NA
"PER",1982,NA
"PER",1983,NA
"PER",1984,NA
"PER",1985,NA
"PER",1986,1
"PER",1987,1
"PER",1988,1
"PER",1989,1
"PER",1990,1
"PER",1991,NA
"PER",1992,NA
"PER",1993,NA
"PER",1994,NA
"PER",1995,NA
"PER",1996,NA
"PER",1997,NA
"PER",1998,NA
"PER",1999,NA
"PER",2000,NA
"PER",2001,NA
"PER",2002,NA
"PER",2003,NA
"PER",2004,NA
"PER",2005,NA
"PER",2006,NA
"PER",2007,1
"PER",2008,1
"PER",2009,1
"PER",2010,1
"PER",2011,1
"PER",2012,1
"PER",2013,1
"PER",2014,1
"PER",2015,1
"PER",2016,1
"PER",2017,NA
"PHL",1980,NA
"PHL",1981,NA
"PHL",1982,NA
"PHL",1983,NA
"PHL",1984,NA
"PHL",1985,NA
"PHL",1986,NA
"PHL",1987,NA
"PHL",1988,NA
"PHL",1989,NA
"PHL",1990,NA
"PHL",1991,NA
"PHL",1992,NA
"PHL",1993,NA
"PHL",1994,NA
"PHL",1995,NA
"PHL",1996,NA
"PHL",1997,NA
"PHL",1998,NA
"PHL",1999,NA
"PHL",2000,NA
"PHL",2001,NA
"PHL",2002,NA
"PHL",2003,NA
"PHL",2004,NA
"PHL",2005,NA
"PHL",2006,NA
"PHL",2007,NA
"PHL",2008,NA
"PHL",2009,NA
"PHL",2010,NA
"PHL",2011,NA
"PHL",2012,NA
"PHL",2013,NA
"PHL",2014,NA
"PHL",2015,NA
"PHL",2016,NA
"PHL",2017,1
"PNG",1980,NA
"PNG",1981,NA
"PNG",1982,NA
"PNG",1983,NA
"PNG",1984,NA
"PNG",1985,NA
"PNG",1986,NA
"PNG",1987,NA
"PNG",1988,NA
"PNG",1989,NA
"PNG",1990,NA
"PNG",1991,NA
"PNG",1992,NA
"PNG",1993,NA
"PNG",1994,NA
"PNG",1995,NA
"PNG",1996,NA
"PNG",1997,NA
"PNG",1998,NA
"PNG",1999,NA
"PNG",2000,NA
"PNG",2001,NA
"PNG",2002,NA
"PNG",2003,NA
"PNG",2004,NA
"PNG",2005,NA
"PNG",2006,NA
"PNG",2007,NA
"PNG",2008,NA
"PNG",2009,NA
"PNG",2010,NA
"PNG",2011,NA
"PNG",2012,NA
"PNG",2013,NA
"PNG",2014,NA
"PNG",2015,NA
"PNG",2016,NA
"PNG",2017,NA
"POL",1980,1
"POL",1981,1
"POL",1982,1
"POL",1983,1
"POL",1984,1
"POL",1985,1
"POL",1986,1
"POL",1987,1
"POL",1988,1
"POL",1989,1
"POL",1990,1
"POL",1991,NA
"POL",1992,NA
"POL",1993,NA
"POL",1994,NA
"POL",1995,NA
"POL",1996,1
"POL",1997,1
"POL",1998,1
"POL",1999,1
"POL",2000,1
"POL",2001,1
"POL",2002,1
"POL",2003,1
"POL",2004,1
"POL",2005,1
"POL",2006,NA
"POL",2007,NA
"POL",2008,NA
"POL",2009,NA
"POL",2010,NA
"POL",2011,NA
"POL",2012,NA
"POL",2013,NA
"POL",2014,NA
"POL",2015,NA
"POL",2016,NA
"POL",2017,NA
"PRK",1980,1
"PRK",1981,1
"PRK",1982,1
"PRK",1983,1
"PRK",1984,1
"PRK",1985,1
"PRK",1986,1
"PRK",1987,1
"PRK",1988,1
"PRK",1989,1
"PRK",1990,1
"PRK",1991,1
"PRK",1992,1
"PRK",1993,1
"PRK",1994,1
"PRK",1995,1
"PRK",1996,1
"PRK",1997,1
"PRK",1998,1
"PRK",1999,1
"PRK",2000,1
"PRK",2001,1
"PRK",2002,1
"PRK",2003,1
"PRK",2004,1
"PRK",2005,1
"PRK",2006,1
"PRK",2007,1
"PRK",2008,1
"PRK",2009,1
"PRK",2010,1
"PRK",2011,1
"PRK",2012,1
"PRK",2013,1
"PRK",2014,1
"PRK",2015,1
"PRK",2016,1
"PRK",2017,1
"PRT",1980,NA
"PRT",1981,NA
"PRT",1982,NA
"PRT",1983,NA
"PRT",1984,1
"PRT",1985,1
"PRT",1986,NA
"PRT",1987,NA
"PRT",1988,NA
"PRT",1989,NA
"PRT",1990,NA
"PRT",1991,NA
"PRT",1992,NA
"PRT",1993,NA
"PRT",1994,NA
"PRT",1995,NA
"PRT",1996,1
"PRT",1997,1
"PRT",1998,1
"PRT",1999,1
"PRT",2000,1
"PRT",2001,1
"PRT",2002,1
"PRT",2003,NA
"PRT",2004,NA
"PRT",2005,NA
"PRT",2006,1
"PRT",2007,1
"PRT",2008,1
"PRT",2009,1
"PRT",2010,1
"PRT",2011,1
"PRT",2012,NA
"PRT",2013,NA
"PRT",2014,NA
"PRT",2015,NA
"PRT",2016,1
"PRT",2017,1
"PRY",1980,NA
"PRY",1981,NA
"PRY",1982,NA
"PRY",1983,NA
"PRY",1984,NA
"PRY",1985,NA
"PRY",1986,NA
"PRY",1987,NA
"PRY",1988,NA
"PRY",1989,NA
"PRY",1990,NA
"PRY",1991,NA
"PRY",1992,NA
"PRY",1993,NA
"PRY",1994,NA
"PRY",1995,NA
"PRY",1996,NA
"PRY",1997,NA
"PRY",1998,NA
"PRY",1999,NA
"PRY",2000,NA
"PRY",2001,NA
"PRY",2002,NA
"PRY",2003,NA
"PRY",2004,NA
"PRY",2005,NA
"PRY",2006,NA
"PRY",2007,NA
"PRY",2008,NA
"PRY",2009,1
"PRY",2010,1
"PRY",2011,1
"PRY",2012,1
"PRY",2013,1
"PRY",2014,NA
"PRY",2015,NA
"PRY",2016,NA
"PRY",2017,NA
"QAT",1980,NA
"QAT",1981,NA
"QAT",1982,NA
"QAT",1983,NA
"QAT",1984,NA
"QAT",1985,NA
"QAT",1986,NA
"QAT",1987,NA
"QAT",1988,NA
"QAT",1989,NA
"QAT",1990,NA
"QAT",1991,NA
"QAT",1992,NA
"QAT",1993,NA
"QAT",1994,NA
"QAT",1995,NA
"QAT",1996,NA
"QAT",1997,NA
"QAT",1998,NA
"QAT",1999,NA
"QAT",2000,NA
"QAT",2001,NA
"QAT",2002,NA
"QAT",2003,NA
"QAT",2004,NA
"QAT",2005,NA
"QAT",2006,NA
"QAT",2007,NA
"QAT",2008,NA
"QAT",2009,NA
"QAT",2010,NA
"QAT",2011,NA
"QAT",2012,NA
"QAT",2013,NA
"QAT",2014,NA
"QAT",2015,NA
"QAT",2016,NA
"QAT",2017,NA
"ROM",1980,1
"ROM",1981,1
"ROM",1982,1
"ROM",1983,1
"ROM",1984,1
"ROM",1985,1
"ROM",1986,1
"ROM",1987,1
"ROM",1988,1
"ROM",1989,1
"ROM",1990,NA
"ROM",1991,NA
"ROM",1992,NA
"ROM",1993,NA
"ROM",1994,NA
"ROM",1995,NA
"ROM",1996,NA
"ROM",1997,NA
"ROM",1998,NA
"ROM",1999,NA
"ROM",2000,NA
"ROM",2001,1
"ROM",2002,1
"ROM",2003,1
"ROM",2004,1
"ROM",2005,NA
"ROM",2006,NA
"ROM",2007,NA
"ROM",2008,NA
"ROM",2009,NA
"ROM",2010,NA
"ROM",2011,NA
"ROM",2012,NA
"ROM",2013,NA
"ROM",2014,NA
"ROM",2015,NA
"ROM",2016,NA
"ROM",2017,NA
"RUS",1992,NA
"RUS",1993,NA
"RUS",1994,NA
"RUS",1995,NA
"RUS",1996,NA
"RUS",1997,NA
"RUS",1998,NA
"RUS",1999,NA
"RUS",2000,NA
"RUS",2001,NA
"RUS",2002,NA
"RUS",2003,NA
"RUS",2004,NA
"RUS",2005,NA
"RUS",2006,NA
"RUS",2007,NA
"RUS",2008,NA
"RUS",2009,NA
"RUS",2010,NA
"RUS",2011,NA
"RUS",2012,NA
"RUS",2013,NA
"RUS",2014,NA
"RUS",2015,NA
"RUS",2016,NA
"RUS",2017,NA
"RWA",1980,NA
"RWA",1981,NA
"RWA",1982,NA
"RWA",1983,NA
"RWA",1984,NA
"RWA",1985,NA
"RWA",1986,NA
"RWA",1987,NA
"RWA",1988,NA
"RWA",1989,NA
"RWA",1990,NA
"RWA",1991,NA
"RWA",1992,NA
"RWA",1993,NA
"RWA",1994,NA
"RWA",1995,NA
"RWA",1996,NA
"RWA",1997,NA
"RWA",1998,NA
"RWA",1999,NA
"RWA",2000,NA
"RWA",2001,NA
"RWA",2002,NA
"RWA",2003,NA
"RWA",2004,NA
"RWA",2005,NA
"RWA",2006,NA
"RWA",2007,NA
"RWA",2008,NA
"RWA",2009,NA
"RWA",2010,NA
"RWA",2011,NA
"RWA",2012,NA
"RWA",2013,NA
"RWA",2014,NA
"RWA",2015,NA
"RWA",2016,NA
"RWA",2017,NA
"SAU",1980,NA
"SAU",1981,NA
"SAU",1982,NA
"SAU",1983,NA
"SAU",1984,NA
"SAU",1985,NA
"SAU",1986,NA
"SAU",1987,NA
"SAU",1988,NA
"SAU",1989,NA
"SAU",1990,NA
"SAU",1991,NA
"SAU",1992,NA
"SAU",1993,NA
"SAU",1994,NA
"SAU",1995,NA
"SAU",1996,NA
"SAU",1997,NA
"SAU",1998,NA
"SAU",1999,NA
"SAU",2000,NA
"SAU",2001,NA
"SAU",2002,NA
"SAU",2003,NA
"SAU",2004,NA
"SAU",2005,NA
"SAU",2006,NA
"SAU",2007,NA
"SAU",2008,NA
"SAU",2009,NA
"SAU",2010,NA
"SAU",2011,NA
"SAU",2012,NA
"SAU",2013,NA
"SAU",2014,NA
"SAU",2015,NA
"SAU",2016,NA
"SAU",2017,NA
"SDN",1980,NA
"SDN",1981,NA
"SDN",1982,NA
"SDN",1983,NA
"SDN",1984,NA
"SDN",1985,NA
"SDN",1986,NA
"SDN",1987,NA
"SDN",1988,NA
"SDN",1989,NA
"SDN",1990,NA
"SDN",1991,NA
"SDN",1992,NA
"SDN",1993,NA
"SDN",1994,NA
"SDN",1995,NA
"SDN",1996,NA
"SDN",1997,NA
"SDN",1998,NA
"SDN",1999,NA
"SDN",2000,NA
"SDN",2001,NA
"SDN",2002,NA
"SDN",2003,NA
"SDN",2004,NA
"SDN",2005,NA
"SDN",2006,NA
"SDN",2007,NA
"SDN",2008,NA
