"iso3c","year","CLandPR"
"UGA","2014",5.5
"UGA","2015",5.5
"UGA","2016",5.5
"UGA","2017",5
"UKR","1991",3
"UKR","1992",3
"UKR","1993",4
"UKR","1994",3.5
"UKR","1995",3.5
"UKR","1996",3.5
"UKR","1997",3.5
"UKR","1998",3.5
"UKR","1999",3.5
"UKR","2000",4
"UKR","2001",4
"UKR","2002",4
"UKR","2003",4
"UKR","2004",3.5
"UKR","2005",2.5
"UKR","2006",2.5
"UKR","2007",2.5
"UKR","2008",2.5
"UKR","2009",2.5
"UKR","2010",3
"UKR","2011",3.5
"UKR","2012",3.5
"UKR","2013",3.5
"UKR","2014",3
"UKR","2015",3
"UKR","2016",3
"UKR","2017",3
"ARE","1980",5
"ARE","1981",5
"ARE","1982",5
"ARE","1983",5
"ARE","1984",5
"ARE","1985",5
"ARE","1986",5
"ARE","1987",5
"ARE","1988",5
"ARE","1989",5.5
"ARE","1990",5.5
"ARE","1991",5.5
"ARE","1992",5.5
"ARE","1993",6
"ARE","1994",5.5
"ARE","1995",5.5
"ARE","1996",5.5
"ARE","1997",5.5
"ARE","1998",5.5
"ARE","1999",5.5
"ARE","2000",5.5
"ARE","2001",5.5
"ARE","2002",5.5
"ARE","2003",6
"ARE","2004",6
"ARE","2005",6
"ARE","2006",5.5
"ARE","2007",5.5
"ARE","2008",5.5
"ARE","2009",5.5
"ARE","2010",5.5
"ARE","2011",6
"ARE","2012",6
"ARE","2013",6
"ARE","2014",6
"ARE","2015",6
"ARE","2016",6
"ARE","2017",6.5
"GBR","1980",1
"GBR","1981",1
"GBR","1982",1
"GBR","1983",1
"GBR","1984",1
"GBR","1985",1
"GBR","1986",1
"GBR","1987",1
"GBR","1988",1
"GBR","1989",1
"GBR","1990",1.5
"GBR","1991",1.5
"GBR","1992",1.5
"GBR","1993",1.5
"GBR","1994",1.5
"GBR","1995",1.5
"GBR","1996",1.5
"GBR","1997",1.5
"GBR","1998",1.5
"GBR","1999",1.5
"GBR","2000",1.5
"GBR","2001",1.5
"GBR","2002",1
"GBR","2003",1
"GBR","2004",1
"GBR","2005",1
"GBR","2006",1
"GBR","2007",1
"GBR","2008",1
"GBR","2009",1
"GBR","2010",1
"GBR","2011",1
"GBR","2012",1
"GBR","2013",1
"GBR","2014",1
"GBR","2015",1
"GBR","2016",1
"GBR","2017",1
"USA","1980",1
"USA","1981",1
"USA","1982",1
"USA","1983",1
"USA","1984",1
"USA","1985",1
"USA","1986",1
"USA","1987",1
"USA","1988",1
"USA","1989",1
"USA","1990",1
"USA","1991",1
"USA","1992",1
"USA","1993",1
"USA","1994",1
"USA","1995",1
"USA","1996",1
"USA","1997",1
"USA","1998",1
"USA","1999",1
"USA","2000",1
"USA","2001",1
"USA","2002",1
"USA","2003",1
"USA","2004",1
"USA","2005",1
"USA","2006",1
"USA","2007",1
"USA","2008",1
"USA","2009",1
"USA","2010",1
"USA","2011",1
"USA","2012",1
"USA","2013",1
"USA","2014",1
"USA","2015",1
"USA","2016",1
"USA","2017",1.5
"URY","1980",5
"URY","1981",5
"URY","1982",5
"URY","1983",4.5
"URY","1984",4.5
"URY","1985",2
"URY","1986",2
"URY","1987",2
"URY","1988",2
"URY","1989",1.5
"URY","1990",1.5
"URY","1991",1.5
"URY","1992",1.5
"URY","1993",2
"URY","1994",2
"URY","1995",2
"URY","1996",1.5
"URY","1997",1.5
"URY","1998",1.5
"URY","1999",1.5
"URY","2000",1
"URY","2001",1
"URY","2002",1
"URY","2003",1
"URY","2004",1
"URY","2005",1
"URY","2006",1
"URY","2007",1
"URY","2008",1
"URY","2009",1
"URY","2010",1
"URY","2011",1
"URY","2012",1
"URY","2013",1
"URY","2014",1
"URY","2015",1
"URY","2016",1
"URY","2017",1
"UZB","1991",5.5
"UZB","1992",6
"UZB","1993",7
"UZB","1994",7
"UZB","1995",7
"UZB","1996",6.5
"UZB","1997",6.5
"UZB","1998",6.5
"UZB","1999",6.5
"UZB","2000",6.5
"UZB","2001",6.5
"UZB","2002",6.5
"UZB","2003",6.5
"UZB","2004",6.5
"UZB","2005",7
"UZB","2006",7
"UZB","2007",7
"UZB","2008",7
"UZB","2009",7
"UZB","2010",7
"UZB","2011",7
"UZB","2012",7
"UZB","2013",7
"UZB","2014",7
"UZB","2015",7
"UZB","2016",7
"UZB","2017",7
"VUT","1980",2.5
"VUT","1981",2
"VUT","1982",2
"VUT","1983",3
"VUT","1984",3
"VUT","1985",3
"VUT","1986",3
"VUT","1987",3
"VUT","1988",3
"VUT","1989",2.5
"VUT","1990",2.5
"VUT","1991",2.5
"VUT","1992",2.5
"VUT","1993",1.5
"VUT","1994",2
"VUT","1995",2
"VUT","1996",2
"VUT","1997",2
"VUT","1998",2
"VUT","1999",2
"VUT","2000",2
"VUT","2001",2
"VUT","2002",1.5
"VUT","2003",2
"VUT","2004",2
"VUT","2005",2
"VUT","2006",2
"VUT","2007",2
"VUT","2008",2
"VUT","2009",2
"VUT","2010",2
"VUT","2011",2
"VUT","2012",2
"VUT","2013",2
"VUT","2014",2
"VUT","2015",2
"VUT","2016",2
"VUT","2017",2
"VEN","1980",1.5
"VEN","1981",1.5
"VEN","1982",1.5
"VEN","1983",1.5
"VEN","1984",1.5
"VEN","1985",1.5
"VEN","1986",1.5
"VEN","1987",1.5
"VEN","1988",1.5
"VEN","1989",2
"VEN","1990",2
"VEN","1991",2
"VEN","1992",3
"VEN","1993",3
"VEN","1994",3
"VEN","1995",3
"VEN","1996",2.5
"VEN","1997",2.5
"VEN","1998",2.5
"VEN","1999",4
"VEN","2000",4
"VEN","2001",4
"VEN","2002",3.5
"VEN","2003",3.5
"VEN","2004",3.5
"VEN","2005",4
"VEN","2006",4
"VEN","2007",4
"VEN","2008",4
"VEN","2009",4.5
"VEN","2010",5
"VEN","2011",5
"VEN","2012",5
"VEN","2013",5
"VEN","2014",5
"VEN","2015",5
"VEN","2016",5.5
"VEN","2017",5.5
"VNM","1980",7
"VNM","1981",6.5
"VNM","1982",6.5
"VNM","1983",6.5
"VNM","1984",6.5
"VNM","1985",7
"VNM","1986",7
"VNM","1987",6.5
"VNM","1988",6.5
"VNM","1989",7
"VNM","1990",7
"VNM","1991",7
"VNM","1992",7
"VNM","1993",7
"VNM","1994",7
"VNM","1995",7
"VNM","1996",7
"VNM","1997",7
"VNM","1998",7
"VNM","1999",7
"VNM","2000",6.5
"VNM","2001",6.5
"VNM","2002",6.5
"VNM","2003",6.5
"VNM","2004",6.5
"VNM","2005",6
"VNM","2006",6
"VNM","2007",6
"VNM","2008",6
"VNM","2009",6
"VNM","2010",6
"VNM","2011",6
"VNM","2012",6
"VNM","2013",6
"VNM","2014",6
"VNM","2015",6
"VNM","2016",6
"VNM","2017",6
"YEM","1990",5.5
"YEM","1991",5.5
"YEM","1992",5
"YEM","1993",4.5
"YEM","1994",5.5
"YEM","1995",5.5
"YEM","1996",5.5
"YEM","1997",5.5
"YEM","1998",5.5
"YEM","1999",5.5
"YEM","2000",5.5
"YEM","2001",6
"YEM","2002",5.5
"YEM","2003",5
"YEM","2004",5
"YEM","2005",5
"YEM","2006",5
"YEM","2007",5
"YEM","2008",5
"YEM","2009",5.5
"YEM","2010",5.5
"YEM","2011",6
"YEM","2012",6
"YEM","2013",6
"YEM","2014",6
"YEM","2015",6.5
"YEM","2016",6.5
"YEM","2017",6.5
"YEM","1980",5.5
"YEM","1980",6.5
"YEM","1981",5.5
"YEM","1981",6.5
"YEM","1982",5.5
"YEM","1982",6.5
"YEM","1983",5.5
"YEM","1983",6.5
"YEM","1984",5
"YEM","1984",6.5
"YEM","1985",5
"YEM","1985",6.5
"YEM","1986",5
"YEM","1986",6.5
"YEM","1987",5
"YEM","1987",6.5
"YEM","1988",5
"YEM","1988",7
"YEM","1989",5
"YEM","1989",7
"ZMB","1980",5.5
"ZMB","1981",5.5
"ZMB","1982",5.5
"ZMB","1983",5.5
"ZMB","1984",5
"ZMB","1985",5
"ZMB","1986",5
"ZMB","1987",5
"ZMB","1988",5.5
"ZMB","1989",5.5
"ZMB","1990",5.5
"ZMB","1991",2.5
"ZMB","1992",2.5
"ZMB","1993",3.5
"ZMB","1994",3.5
"ZMB","1995",3.5
"ZMB","1996",4.5
"ZMB","1997",4.5
"ZMB","1998",4.5
"ZMB","1999",4.5
"ZMB","2000",4.5
"ZMB","2001",4.5
"ZMB","2002",4
"ZMB","2003",4
"ZMB","2004",4
"ZMB","2005",4
"ZMB","2006",3.5
"ZMB","2007",3.5
"ZMB","2008",3
"ZMB","2009",3.5
"ZMB","2010",3.5
"ZMB","2011",3.5
"ZMB","2012",3.5
"ZMB","2013",3.5
"ZMB","2014",3.5
"ZMB","2015",3.5
"ZMB","2016",4
"ZMB","2017",4
"ZWE","1980",3.5
"ZWE","1981",4
"ZWE","1982",4
"ZWE","1983",4.5
"ZWE","1984",4.5
"ZWE","1985",5
"ZWE","1986",5
"ZWE","1987",5.5
"ZWE","1988",5.5
"ZWE","1989",5
"ZWE","1990",5
"ZWE","1991",4.5
"ZWE","1992",4.5
"ZWE","1993",5
"ZWE","1994",5
"ZWE","1995",5
"ZWE","1996",5
"ZWE","1997",5
"ZWE","1998",5
"ZWE","1999",5.5
"ZWE","2000",5.5
"ZWE","2001",6
"ZWE","2002",6
"ZWE","2003",6
"ZWE","2004",6.5
"ZWE","2005",6.5
"ZWE","2006",6.5
"ZWE","2007",6.5
"ZWE","2008",6.5
"ZWE","2009",6
"ZWE","2010",6
"ZWE","2011",6
"ZWE","2012",6
"ZWE","2013",5.5
"ZWE","2014",5.5
"ZWE","2015",5
"ZWE","2016",5
"ZWE","2017",5.5
